"","location","year","tech_jobs","all_jobs","percentage","growth"
"1",90001,2005,48,7898,164.541666666667,NA
"2",90001,2006,95,8078,85.0315789473684,-0.483221601737949
"3",90001,2007,125,8279,66.232,-0.221089378559049
"4",90001,2008,82,8079,98.5243902439024,0.487564775998044
"5",90001,2009,32,7138,223.0625,1.26403329620003
"6",90001,2010,31,9097,293.451612903226,0.315557805113929
"7",90001,2011,24,8420,350.833333333333,0.1955406544282
"8",90001,2012,53,8421,158.88679245283,-0.547116031013311
"9",90001,2013,103,9070,88.0582524271845,-0.445779909910845
"10",90001,2014,88,9055,102.897727272727,0.168518843339682
"11",90001,2015,61,9046,148.295081967213,0.441189090349503
"12",90001,2016,71,9079,127.87323943662,-0.137710855004001
"13",90001,2017,96,9334,97.2291666666667,-0.239644142159562
"14",90002,2005,24,1142,47.5833333333333,NA
"15",90002,2006,0,1306,Inf,Inf
"16",90002,2007,24,1391,57.9583333333333,-1
"17",90002,2008,0,1387,Inf,Inf
"18",90002,2009,0,1297,Inf,NA
"19",90002,2010,0,2010,Inf,NA
"20",90002,2011,0,2030,Inf,NA
"21",90002,2012,0,1945,Inf,NA
"22",90002,2013,0,3042,Inf,NA
"23",90002,2014,0,3048,Inf,NA
"24",90002,2015,0,3070,Inf,NA
"25",90002,2016,24,2945,122.708333333333,-1
"26",90002,2017,5,3320,664,4.41120543293718
"27",90003,2005,68,4352,64,NA
"28",90003,2006,95,4449,46.8315789473684,-0.268256578947368
"29",90003,2007,65,4504,69.2923076923077,0.479606480280789
"30",90003,2008,29,4450,153.448275862069,1.21450664543394
"31",90003,2009,45,4206,93.4666666666667,-0.39089138576779
"32",90003,2010,47,6149,130.829787234043,0.399748080250099
"33",90003,2011,71,6108,86.0281690140845,-0.342442032255331
"34",90003,2012,51,5989,117.43137254902,0.365033963814734
"35",90003,2013,58,7161,123.465517241379,0.0513844346819738
"36",90003,2014,37,7228,195.351351351351,0.582234098363131
"37",90003,2015,29,7176,247.448275862069,0.266683205160009
"38",90003,2016,31,6721,216.806451612903,-0.123831229546516
"39",90003,2017,33,6720,203.636363636364,-0.0607458305717499
"40",90004,2005,845,7064,8.35976331360947,NA
"41",90004,2006,866,6890,7.95612009237875,-0.0482840489722474
"42",90004,2007,1083,7259,6.70267774699908,-0.157544422510711
"43",90004,2008,1144,7539,6.59003496503496,-0.0168056389126784
"44",90004,2009,940,7312,7.77872340425532,0.180376651342099
"45",90004,2010,971,8404,8.65499485066941,0.112649775660455
"46",90004,2011,981,8612,8.77879714576962,0.0143041442815686
"47",90004,2012,1047,8902,8.50238777459408,-0.0314860187091509
"48",90004,2013,1001,9551,9.54145854145854,0.122209289250404
"49",90004,2014,1005,11901,11.8417910447761,0.241088141118301
"50",90004,2015,932,10806,11.5944206008584,-0.0208896139935584
"51",90004,2016,956,10910,11.4121338912134,-0.0157219334989009
"52",90004,2017,784,10296,13.1326530612245,0.150762266409772
"53",90005,2005,507,4244,8.37080867850099,NA
"54",90005,2006,600,3978,6.63,-0.207961828463714
"55",90005,2007,591,4736,8.01353637901861,0.208678186880635
"56",90005,2008,598,5043,8.43311036789298,0.0523581561285369
"57",90005,2009,581,4698,8.08605851979346,-0.0411534810952828
"58",90005,2010,626,5076,8.10862619808307,0.00279093679997033
"59",90005,2011,615,5006,8.13983739837398,0.00384913541806853
"60",90005,2012,475,5499,11.5768421052632,0.422244885085266
"61",90005,2013,428,5764,13.4672897196262,0.163295620444159
"62",90005,2014,670,6028,8.99701492537313,-0.33193574114162
"63",90005,2015,698,6552,9.38681948424069,0.0433259877971564
"64",90005,2016,570,6334,11.1122807017544,0.183817449606924
"65",90005,2017,606,6824,11.2607260726073,0.013358677200211
"66",90006,2005,422,9257,21.936018957346,NA
"67",90006,2006,441,8372,18.984126984127,-0.134568263227656
"68",90006,2007,344,9168,26.6511627906977,0.40386559850665
"69",90006,2008,359,7947,22.1364902506964,-0.169398707870904
"70",90006,2009,325,7469,22.9815384615385,0.038174444154059
"71",90006,2010,304,8601,28.2927631578947,0.231108317889382
"72",90006,2011,316,7943,25.1360759493671,-0.111572248737636
"73",90006,2012,306,8462,27.6535947712418,0.100155602129223
"74",90006,2013,316,9398,29.7405063291139,0.0754661943640822
"75",90006,2014,319,9483,29.7272727272727,-0.000444968948906221
"76",90006,2015,326,9309,28.5552147239264,-0.039427027635504
"77",90006,2016,340,9105,26.7794117647059,-0.0621883945328049
"78",90006,2017,409,9616,23.5110024449878,-0.122049332092714
"79",90007,2005,768,14082,18.3359375,NA
"80",90007,2006,504,13492,26.7698412698413,0.459965778670508
"81",90007,2007,575,14577,25.3513043478261,-0.0529901133038579
"82",90007,2008,438,14219,32.4634703196347,0.280544380447963
"83",90007,2009,325,12470,38.3692307692308,0.181920182637533
"84",90007,2010,377,13354,35.42175066313,-0.0768188479938057
"85",90007,2011,419,13386,31.9474940334129,-0.098082578209027
"86",90007,2012,429,13613,31.7319347319347,-0.00674729921704365
"87",90007,2013,394,14272,36.2233502538071,0.141542441701554
"88",90007,2014,344,14419,41.9156976744186,0.157145801830222
"89",90007,2015,313,14420,46.0702875399361,0.0991177553046685
"90",90007,2016,267,15016,56.2397003745318,0.220736908268271
"91",90007,2017,311,14679,47.1993569131833,-0.160746650518118
"92",90008,2005,191,3093,16.1937172774869,NA
"93",90008,2006,167,2815,16.8562874251497,0.040915259684317
"94",90008,2007,208,3063,14.7259615384615,-0.126381677824839
"95",90008,2008,190,3069,16.1526315789474,0.0968812825403369
"96",90008,2009,116,2799,24.1293103448276,0.49383152998281
"97",90008,2010,73,3158,43.2602739726027,0.792851654455848
"98",90008,2011,71,3082,43.4084507042254,0.00342523793807814
"99",90008,2012,94,4980,52.9787234042553,0.22047026661328
"100",90008,2013,104,6219,59.7980769230769,0.128718721037998
"101",90008,2014,121,6063,50.1074380165289,-0.162056029310338
"102",90008,2015,30,6296,209.866666666667,3.18833360822475
"103",90008,2016,26,6615,254.423076923077,0.212308181018474
"104",90008,2017,147,6436,43.7823129251701,-0.827915323347782
"105",90010,2005,6131,31110,5.07421301582124,NA
"106",90010,2006,5601,32063,5.72451347973576,0.128157895990355
"107",90010,2007,5281,31981,6.05586063245597,0.0578821508400933
"108",90010,2008,5428,34205,6.30158437730287,0.0405761888789118
"109",90010,2009,4789,30714,6.41344748381708,0.017751584334428
"110",90010,2010,4844,29235,6.03530140379851,-0.0589614370387743
"111",90010,2011,5257,28775,5.4736541753852,-0.093060344601816
"112",90010,2012,5232,29533,5.64468654434251,0.0312464696301846
"113",90010,2013,5336,29233,5.47844827586207,-0.0294503985605815
"114",90010,2014,5424,31634,5.83222713864307,0.0645764721992068
"115",90010,2015,5233,31702,6.05809287215746,0.0387271839976628
"116",90010,2016,5182,30220,5.83172520262447,-0.0373661603263563
"117",90010,2017,5419,30392,5.60841483668574,-0.038292333431321
"118",90011,2005,98,9886,100.877551020408,NA
"119",90011,2006,93,9812,105.505376344086,0.0458756708193842
"120",90011,2007,142,9052,63.7464788732394,-0.395798763227551
"121",90011,2008,71,9131,128.605633802817,1.01745470614229
"122",90011,2009,70,8323,118.9,-0.0754681853028144
"123",90011,2010,49,9197,187.69387755102,0.578586018091004
"124",90011,2011,148,9150,61.8243243243243,-0.67061086311929
"125",90011,2012,159,9836,61.8616352201258,0.000603498642471223
"126",90011,2013,128,11216,87.625,0.416467568117121
"127",90011,2014,112,11566,103.267857142857,0.178520480945588
"128",90011,2015,137,11476,83.7664233576642,-0.188843211476881
"129",90011,2016,160,11109,69.43125,-0.171132689961659
"130",90011,2017,92,11296,122.782608695652,0.768405562274224
"131",90012,2005,5691,252941,44.4457916007731,NA
"132",90012,2006,5697,151208,26.5416886080393,-0.402830107146126
"133",90012,2007,6240,260514,41.7490384615385,0.572960902302687
"134",90012,2008,5544,256252,46.2215007215007,0.107127311784259
"135",90012,2009,5389,156065,28.9599183521989,-0.373453524871647
"136",90012,2010,5055,152318,30.1321463897132,0.0404776016029487
"137",90012,2011,5351,149414,27.9226312838722,-0.0733275046942986
"138",90012,2012,5311,148566,27.9732630389757,0.00181328738645026
"139",90012,2013,3771,151014,40.0461416070008,0.431586352696992
"140",90012,2014,3476,151366,43.5460299194476,0.0873963925611998
"141",90012,2015,3505,152500,43.509272467903,-0.000844105687996199
"142",90012,2016,3610,155269,43.0108033240997,-0.0114566186821665
"143",90012,2017,3481,164826,47.3501867279517,0.100890545362601
"144",90013,2005,1113,13228,11.884995507637,NA
"145",90013,2006,1016,14724,14.492125984252,0.219363185702483
"146",90013,2007,1020,15172,14.8745098039216,0.0263856262418032
"147",90013,2008,1013,14621,14.4333662388944,-0.0296576876039901
"148",90013,2009,1157,14368,12.4183232497839,-0.139610050473216
"149",90013,2010,1005,13238,13.1721393034826,0.0607019191348381
"150",90013,2011,1078,13521,12.5426716141002,-0.0477878099281849
"151",90013,2012,1153,13709,11.8898525585429,-0.0520478471925686
"152",90013,2013,1090,13379,12.2743119266055,0.0323350828927087
"153",90013,2014,1140,15729,13.7973684210526,0.124084877714879
"154",90013,2015,1647,17214,10.4517304189435,-0.242483776616719
"155",90013,2016,1341,17829,13.2953020134228,0.272067062629684
"156",90013,2017,2107,19485,9.24774560987186,-0.304435085375615
"157",90014,2005,568,14835,26.1179577464789,NA
"158",90014,2006,880,13799,15.6806818181818,-0.399620675919968
"159",90014,2007,845,13825,16.3609467455621,0.0433823564094991
"160",90014,2008,868,13257,15.2730414746544,-0.0664940292164236
"161",90014,2009,737,12022,16.3120759837178,0.068030621850119
"162",90014,2010,726,11503,15.8443526170799,-0.0286734421237831
"163",90014,2011,792,11643,14.7007575757576,-0.072176823437364
"164",90014,2012,868,14800,17.0506912442396,0.15985119517631
"165",90014,2013,990,15426,15.5818181818182,-0.0861474201474199
"166",90014,2014,1032,12477,12.0901162790698,-0.224088220129711
"167",90014,2015,1176,13226,11.2465986394558,-0.0697691916391467
"168",90014,2016,1501,13924,9.27648234510326,-0.175174411171825
"169",90014,2017,1652,13417,8.12167070217918,-0.124488097962443
"170",90015,2005,1539,35880,23.3138401559454,NA
"171",90015,2006,1386,33154,23.9206349206349,0.0260272336359291
"172",90015,2007,1366,34537,25.2833089311859,0.0569664649400896
"173",90015,2008,613,35333,57.6394779771615,1.2797442428932
"174",90015,2009,578,33612,58.1522491349481,0.00889617976744606
"175",90015,2010,1231,36815,29.906580016247,-0.485719289260064
"176",90015,2011,1528,38910,25.4646596858639,-0.148526522523471
"177",90015,2012,1772,40292,22.7381489841986,-0.107070376565008
"178",90015,2013,1745,39167,22.4452722063037,-0.0128804142368165
"179",90015,2014,1959,43523,22.2169474221542,-0.0101725112554187
"180",90015,2015,1863,38842,20.8491680085883,-0.0615646869741409
"181",90015,2016,2008,38349,19.0981075697211,-0.0839870654860601
"182",90015,2017,1788,37659,21.0620805369128,0.10283599880364
"183",90016,2005,596,8799,14.7634228187919,NA
"184",90016,2006,1417,9497,6.70218772053634,-0.546027516599652
"185",90016,2007,1126,9022,8.01243339253996,0.195495221357179
"186",90016,2008,710,8458,11.912676056338,0.486773801755334
"187",90016,2009,891,8079,9.06734006734007,-0.238849438660269
"188",90016,2010,1496,9418,6.29545454545455,-0.305699962866692
"189",90016,2011,923,8776,9.50812567713976,0.510315992036641
"190",90016,2012,666,8415,12.6351351351351,0.328877589987435
"191",90016,2013,828,9760,11.7874396135266,-0.0670903407476298
"192",90016,2014,956,10067,10.5303347280335,-0.106647832498799
"193",90016,2015,1069,9928,9.28718428437792,-0.118054219145198
"194",90016,2016,1196,10216,8.54180602006689,-0.0802587998135068
"195",90016,2017,1400,10722,7.65857142857143,-0.103401387179774
"196",90017,2005,13579,38264,2.81788055085058,NA
"197",90017,2006,13684,39393,2.87876351943876,0.0216059437188723
"198",90017,2007,14223,39912,2.8061590381776,-0.0252207174263885
"199",90017,2008,14052,40226,2.86265300313123,0.0201321322794006
"200",90017,2009,12865,36896,2.86793626117373,0.00184558101758125
"201",90017,2010,12972,50573,3.8986278137527,0.359384400041426
"202",90017,2011,13221,52041,3.93623780349444,0.00964698133252684
"203",90017,2012,13966,56731,4.06207933552914,0.031970002402544
"204",90017,2013,15539,61160,3.93590321127486,-0.0310619546867735
"205",90017,2014,15393,62713,4.07412460209186,0.0351180868526066
"206",90017,2015,15689,63393,4.04060169545541,-0.00822824776130648
"207",90017,2016,16032,63885,3.98484281437126,-0.0137996479947209
"208",90017,2017,15567,65766,4.22470610907689,0.0601939162670542
"209",90018,2005,175,3826,21.8628571428571,NA
"210",90018,2006,178,4010,22.5280898876404,0.0304275301456034
"211",90018,2007,197,4065,20.6345177664975,-0.0840538248287909
"212",90018,2008,217,4132,19.0414746543779,-0.0772028273278126
"213",90018,2009,135,3870,28.6666666666667,0.505485640529203
"214",90018,2010,165,5126,31.0666666666667,0.0837209302325581
"215",90018,2011,154,4883,31.7077922077922,0.0206370882336544
"216",90018,2012,152,4807,31.625,-0.00261109973377005
"217",90018,2013,100,5366,53.66,0.696758893280632
"218",90018,2014,89,5492,61.7078651685393,0.149978851445012
"219",90018,2015,135,5474,40.5481481481482,-0.342901459361765
"220",90018,2016,154,5204,33.7922077922078,-0.166615262705873
"221",90018,2017,116,5487,47.301724137931,0.399781997932625
"222",90019,2005,400,5218,13.045,NA
"223",90019,2006,494,5535,11.2044534412955,-0.141092108754654
"224",90019,2007,530,5752,10.8528301886792,-0.03138245470505
"225",90019,2008,415,5834,14.0578313253012,0.295314777887628
"226",90019,2009,248,5424,21.8709677419355,0.555785329602885
"227",90019,2010,228,6836,29.9824561403509,0.370879263054391
"228",90019,2011,231,6875,29.7619047619048,-0.00735601437766453
"229",90019,2012,275,7129,25.9236363636364,-0.128965818181818
"230",90019,2013,289,8062,27.8961937716263,0.0760910768967926
"231",90019,2014,321,8214,25.588785046729,-0.0827141058664512
"232",90019,2015,345,8395,24.3333333333333,-0.049062576089603
"233",90019,2016,504,8613,17.0892857142857,-0.297700587084149
"234",90019,2017,384,8961,23.3359375,0.365530303030303
"235",90020,2005,185,12038,65.0702702702703,NA
"236",90020,2006,163,11500,70.5521472392638,0.0842454925455889
"237",90020,2007,129,11971,92.7984496124031,0.315317155375801
"238",90020,2008,124,12063,97.2822580645161,0.0483177086561342
"239",90020,2009,71,12003,169.056338028169,0.737792084514047
"240",90020,2010,131,12446,95.0076335877863,-0.438011998272696
"241",90020,2011,187,12620,67.4866310160428,-0.289671487779077
"242",90020,2012,124,12375,99.7983870967742,0.478787510863453
"243",90020,2013,129,13065,101.279069767442,0.0148367394879021
"244",90020,2014,162,13388,82.641975308642,-0.184017235758529
"245",90020,2015,152,14118,92.8815789473684,0.123903181167739
"246",90020,2016,114,14945,131.09649122807,0.411436936298815
"247",90020,2017,141,15441,109.510638297872,-0.164656221749251
"248",90021,2005,698,27377,39.2220630372493,NA
"249",90021,2006,905,26908,29.7325966850829,-0.241942050400415
"250",90021,2007,601,28324,47.1281198003328,0.585065720949204
"251",90021,2008,508,30718,60.4685039370079,0.283066334774104
"252",90021,2009,378,28020,74.1269841269841,0.225877594130735
"253",90021,2010,507,32901,64.8934911242604,-0.12456318183546
"254",90021,2011,576,24613,42.7309027777778,-0.341522515779662
"255",90021,2012,745,26388,35.4201342281879,-0.171088558264485
"256",90021,2013,732,27811,37.9931693989071,0.0726432924884721
"257",90021,2014,1071,28596,26.7002801120448,-0.297234725755392
"258",90021,2015,791,28572,36.1213653603034,0.352845933028568
"259",90021,2016,874,32296,36.9519450800915,0.022994139659541
"260",90021,2017,984,29036,29.5081300813008,-0.201445823289048
"261",90023,2005,396,25514,64.4292929292929,NA
"262",90023,2006,343,24446,71.2711370262391,0.106191512988582
"263",90023,2007,298,24167,81.0973154362416,0.137870375301926
"264",90023,2008,301,22305,74.1029900332226,-0.0862460781271851
"265",90023,2009,345,19723,57.168115942029,-0.228531589394722
"266",90023,2010,200,21354,106.77,0.867649444810627
"267",90023,2011,262,21218,80.9847328244275,-0.241502923813548
"268",90023,2012,171,20039,117.187134502924,0.447027487970879
"269",90023,2013,328,19857,60.5396341463415,-0.48339351070291
"270",90023,2014,635,19645,30.9370078740157,-0.488979272665702
"271",90023,2015,724,19915,27.5069060773481,-0.11087374094599
"272",90023,2016,496,19572,39.4596774193548,0.434537105278077
"273",90023,2017,541,19028,35.1719038817006,-0.108662153825696
"274",90024,2005,3172,44519,14.0349936948298,NA
"275",90024,2006,3716,45764,12.3153928955867,-0.122522377753299
"276",90024,2007,4059,50775,12.5092387287509,0.0157401257765588
"277",90024,2008,4526,52089,11.5088378258948,-0.0799729643464874
"278",90024,2009,3596,48624,13.5216907675195,0.174896281629386
"279",90024,2010,4050,46690,11.5283950617284,-0.147414679130156
"280",90024,2011,3982,47298,11.8779507785033,0.0303212819220011
"281",90024,2012,3675,47935,13.043537414966,0.0981302800624668
"282",90024,2013,3882,48551,12.5066975785677,-0.0411575341350479
"283",90024,2014,3828,47228,12.337513061651,-0.0135275132267276
"284",90024,2015,4000,47793,11.94825,-0.0315511772677224
"285",90024,2016,3956,47602,12.0328614762386,0.00708149530170687
"286",90024,2017,4100,47867,11.6748780487805,-0.0297504818920293
"287",90025,2005,8409,29528,3.51147579973838,NA
"288",90025,2006,8508,29814,3.50423131170663,-0.00206308926642351
"289",90025,2007,8560,30649,3.58049065420561,0.0217620743939528
"290",90025,2008,8280,31300,3.78019323671498,0.0557752000482949
"291",90025,2009,8905,29023,3.25918023582257,-0.137827081386233
"292",90025,2010,7660,27346,3.56997389033943,0.0953594560683799
"293",90025,2011,7797,28238,3.62164935231499,0.0144750251858716
"294",90025,2012,7638,28723,3.76053940822205,0.0383499456727567
"295",90025,2013,8318,31137,3.74332772301034,-0.00457691925101944
"296",90025,2014,9043,32753,3.62191750525268,-0.0324337666219672
"297",90025,2015,9012,33998,3.77252552152685,0.0415823982892354
"298",90025,2016,8775,35140,4.0045584045584,0.0615059809953626
"299",90025,2017,8831,35657,4.03770807383082,0.0082779837184257
"300",90026,2005,430,5892,13.7023255813953,NA
"301",90026,2006,462,5571,12.0584415584416,-0.119971169360171
"302",90026,2007,475,6337,13.3410526315789,0.106366238698524
"303",90026,2008,548,6406,11.6897810218978,-0.123773712261092
"304",90026,2009,520,5990,11.5192307692308,-0.0145896875525346
"305",90026,2010,580,7248,12.4965517241379,0.0848425536814226
"306",90026,2011,556,7377,13.2679856115108,0.0617317404354663
"307",90026,2012,540,7475,13.8425925925926,0.043307778430457
"308",90026,2013,552,8838,16.0108695652174,0.156638068925404
"309",90026,2014,571,8805,15.4203152364273,-0.0368845880846479
"310",90026,2015,607,9172,15.1103789126853,-0.0200992209945114
"311",90026,2016,595,9747,16.381512605042,0.0841232175382145
"312",90026,2017,513,10240,19.9610136452242,0.218508578937969
"313",90027,2005,3622,21883,6.04168967421314,NA
"314",90027,2006,2683,22215,8.27991054789415,0.370462733833232
"315",90027,2007,2894,21723,7.5062197650311,-0.0934419252946911
"316",90027,2008,2055,21480,10.4525547445255,0.392519147017306
"317",90027,2009,1901,20808,10.9458179905313,0.0471906876416117
"318",90027,2010,1805,21056,11.6653739612188,0.065737980597703
"319",90027,2011,2786,22541,8.0908111988514,-0.306425046830985
"320",90027,2012,2730,23480,8.6007326007326,0.0630247560286157
"321",90027,2013,1386,24714,17.8311688311688,1.07321511537866
"322",90027,2014,1204,24758,20.563122923588,0.153212283405884
"323",90027,2015,1063,25319,23.8184383819379,0.158308417959982
"324",90027,2016,1098,25530,23.2513661202186,-0.023808120945047
"325",90027,2017,2247,26661,11.8651535380507,-0.489700799656102
"326",90028,2005,5902,21781,3.69044391731616,NA
"327",90028,2006,6356,22487,3.53791692888609,-0.0413302550715894
"328",90028,2007,7496,24309,3.2429295624333,-0.0833788278193605
"329",90028,2008,7407,24571,3.31726744970973,0.0229230656556898
"330",90028,2009,6855,22676,3.30795040116703,-0.00280865160375221
"331",90028,2010,6992,23648,3.38215102974828,0.0224309979239938
"332",90028,2011,7439,25279,3.39817179728458,0.00473685751918951
"333",90028,2012,7366,26408,3.58512082541406,0.0550145899859658
"334",90028,2013,7107,29498,4.15055579006613,0.157717129264887
